Player,PlayerIOC,Surface,Matches,EloRank,Elo,EloRankSurface,Wins,Losses,WinPercentage,Titles,PointsWonPercentage,GamesWonPercentage,SetsWonPercentage,DecSets,DecSetWins,DecSetWinPercentage,TieBreaks,TieBreaksWon,TieBreaksWonPercentage,ServiceGamesWonPercentage,ReturnGamesWonPercentage,EloServeRank,EloServe,FirstServePercentage,FirstServeWonPercentage,SecondServeWonPercentage,ServicePointsWonPercentage,Aces,AcePercentage,AcesPerServiceGame,DoubleFaultPercentage,DoubleFaultsPerServiceGame,AcesPerDoubleFault,BreakPointsFacedPerServiceGame,BreakPointsSavedPercentage,EloReturnRank,EloReturn,FirstServeReturnPointsWonPercentage,SecondServeReturnPointsWonPercentage,ReturnPointsWonPercentage,AceAgainstPercentage,AcesAgainstPerReturnGame,BreakPointChancesPerReturnGame,BreakPointsConvertedPercentage
Jannik Sinner,ITA,Clay,10,1,2159,7,7,3,0.7,0,0.55071,0.61441,0.72,4,2,0.5,4,1,0.25,0.89167,0.32759,4,1714,0.60249,0.78391,0.56098,0.69529,37,0.05125,0.30833,0.01801,0.10833,2.84615,0.36667,0.70455,2,1662,0.35205,0.50987,0.4146,0.05346,0.35345,0.75,0.43678
Jannik Sinner,ITA,Grass,11,1,2159,15,8,3,0.72727,0,0.53657,0.57047,0.67742,2,2,1,3,1,0.33333,0.90604,0.2349,4,1714,0.57851,0.8,0.58824,0.71074,99,0.11688,0.66443,0.02715,0.15436,4.30435,0.34228,0.72549,2,1662,0.31122,0.52417,0.39279,0.07797,0.53691,0.77852,0.30172
Jannik Sinner,ITA,Hard,56,1,2159,1,50,6,0.89286,6,0.54388,0.60046,0.80435,16,13,0.8125,19,12,0.63158,0.91239,0.27882,4,1714,0.61561,0.77305,0.56906,0.69464,354,0.08662,0.53474,0.023,0.14199,3.76596,0.36707,0.76132,2,1662,0.32192,0.53947,0.39944,0.08767,0.58255,0.64642,0.43133
Carlos Alcaraz,ESP,Clay,14,2,2085,3,10,4,0.71429,0,0.54863,0.59877,0.75,2,1,0.5,5,3,0.6,0.81481,0.38272,9,1654,0.7001,0.67583,0.58784,0.64944,29,0.02938,0.17901,0.02736,0.16667,1.07407,0.47531,0.61039,1,1666,0.37907,0.60051,0.45818,0.03909,0.26543,0.89506,0.42759
Carlos Alcaraz,ESP,Grass,12,2,2085,2,12,0,1,2,0.54174,0.5864,0.86111,2,2,1,5,4,0.8,0.90449,0.26286,9,1654,0.64279,0.76184,0.55138,0.68666,73,0.06535,0.41011,0.03491,0.2191,1.87179,0.34831,0.72581,1,1666,0.34319,0.52346,0.4049,0.05495,0.37143,0.74857,0.35115
Carlos Alcaraz,ESP,Hard,41,2,2085,4,31,10,0.7561,1,0.53326,0.56557,0.70476,11,7,0.63636,19,12,0.63158,0.85571,0.276,9,1654,0.65661,0.72777,0.57593,0.67563,176,0.05772,0.35271,0.02657,0.16232,2.17284,0.38277,0.62304,1,1666,0.33152,0.54134,0.4078,0.05116,0.354,0.75,0.368
Novak Djokovic,SRB,Clay,16,3,2055,2,13,3,0.8125,1,0.55716,0.60769,0.81395,2,0,0,6,6,1,0.80808,0.40104,8,1669,0.65279,0.71961,0.53394,0.65515,79,0.06206,0.39899,0.02907,0.18687,2.13514,0.59596,0.67797,5,1645,0.41221,0.53571,0.46047,0.04031,0.27083,0.84375,0.47531
Novak Djokovic,SRB,Grass,7,3,2055,1,6,1,0.85714,0,0.53632,0.57031,0.8,1,0,0,7,6,0.85714,0.93893,0.184,8,1669,0.6461,0.77583,0.60854,0.71662,68,0.08564,0.51908,0.01385,0.08397,6.18182,0.29008,0.78947,5,1645,0.25918,0.51171,0.35488,0.11787,0.744,0.552,0.33333
Novak Djokovic,SRB,Hard,36,3,2055,2,31,5,0.86111,4,0.5441,0.58419,0.76238,12,9,0.75,19,14,0.73684,0.88664,0.27292,8,1669,0.62428,0.77996,0.56923,0.70078,291,0.09895,0.58907,0.03264,0.19433,3.03125,0.32591,0.65217,5,1645,0.29985,0.57719,0.39925,0.0984,0.65208,0.63958,0.42671
Daniil Medvedev,RUS,Clay,10,4,2032,12,6,4,0.6,0,0.50511,0.49213,0.56,4,3,0.75,5,4,0.8,0.74603,0.24219,30,1606,0.59763,0.71287,0.47353,0.61657,41,0.04852,0.3254,0.05917,0.39683,0.82,0.65079,0.60976,7,1638,0.31881,0.50476,0.39024,0.04268,0.27344,0.50781,0.47692
Daniil Medvedev,RUS,Grass,10,4,2032,6,7,3,0.7,0,0.51895,0.53061,0.63333,3,2,0.66667,4,2,0.5,0.84138,0.22819,30,1606,0.67114,0.76167,0.47279,0.66667,98,0.10962,0.67586,0.04474,0.27586,2.45,0.4069,0.61017,7,1638,0.30051,0.50888,0.37648,0.05717,0.3557,0.53691,0.425
Daniil Medvedev,RUS,Hard,51,4,2032,3,38,13,0.7451,0,0.52253,0.55748,0.67391,14,9,0.64286,25,15,0.6,0.82883,0.28571,30,1606,0.62701,0.74601,0.4819,0.6475,359,0.08359,0.53904,0.05728,0.36937,1.45935,0.48649,0.64815,7,1638,0.32044,0.54322,0.40064,0.05292,0.35038,0.66015,0.4328
Alexander Zverev,GER,Clay,27,5,1975,6,22,5,0.81481,2,0.54206,0.57521,0.76562,2,2,1,8,7,0.875,0.87417,0.27723,7,1678,0.70985,0.75613,0.50281,0.68263,157,0.08547,0.51987,0.03974,0.24172,2.15068,0.39735,0.68333,26,1565,0.31683,0.56159,0.41078,0.04067,0.26403,0.70957,0.3907
Alexander Zverev,GER,Grass,7,5,1975,13,5,2,0.71429,0,0.52248,0.54787,0.66667,0,0,,4,2,0.5,0.95745,0.1383,7,1678,0.69273,0.80052,0.56805,0.72909,80,0.14545,0.85106,0.03273,0.19149,4.44444,0.25532,0.83333,26,1565,0.21387,0.49074,0.32028,0.11388,0.68085,0.38298,0.36111
Alexander Zverev,GER,Hard,55,5,1975,5,40,15,0.72727,2,0.52082,0.53938,0.63158,23,17,0.73913,33,17,0.51515,0.87782,0.20317,7,1678,0.73015,0.73421,0.54193,0.68232,483,0.10312,0.64143,0.02178,0.13546,4.73529,0.36653,0.66667,26,1565,0.2903,0.49251,0.36707,0.06809,0.44195,0.56464,0.35981
Grigor Dimitrov,BUL,Clay,11,6,1958,21,7,4,0.63636,0,0.51894,0.53791,0.68966,3,0,0,6,4,0.66667,0.81295,0.26087,14,1640,0.56527,0.73695,0.51958,0.64245,53,0.06016,0.38129,0.05335,0.33813,1.12766,0.47482,0.60606,53,1545,0.3436,0.51714,0.40641,0.06101,0.42754,0.74638,0.34951
Grigor Dimitrov,BUL,Grass,7,6,1958,33,5,2,0.71429,0,0.54987,0.60894,0.73684,0,0,,2,0,0,0.9011,0.30682,14,1640,0.58652,0.82298,0.51101,0.69399,72,0.13115,0.79121,0.05282,0.31868,2.48276,0.34066,0.70968,53,1545,0.33234,0.52174,0.40957,0.05496,0.35227,0.63636,0.48214
Grigor Dimitrov,BUL,Hard,52,6,1958,6,39,13,0.75,1,0.52497,0.54618,0.65625,15,13,0.86667,31,18,0.58065,0.87598,0.20679,14,1640,0.64145,0.77787,0.54025,0.69267,375,0.0975,0.5887,0.03692,0.22292,2.64085,0.36107,0.65652,53,1545,0.29037,0.49765,0.3663,0.08782,0.57674,0.57674,0.35854
Alex De Minaur,AUS,Clay,12,7,1949,25,7,5,0.58333,0,0.5106,0.53333,0.51724,2,2,1,3,0,0,0.72519,0.35252,73,1559,0.55569,0.65256,0.55432,0.60891,27,0.03342,0.20611,0.04208,0.25954,0.79412,0.56489,0.51351,6,1644,0.3625,0.52121,0.42135,0.02697,0.17266,0.79137,0.44545
Alex De Minaur,AUS,Grass,9,7,1949,24,6,3,0.66667,0,0.52741,0.54506,0.58333,3,2,0.66667,4,2,0.5,0.87069,0.22222,73,1559,0.57843,0.74092,0.59468,0.67927,41,0.05742,0.35345,0.03641,0.22414,1.57692,0.31034,0.58333,6,1644,0.32934,0.49466,0.38875,0.0665,0.44444,0.69231,0.32099
Alex De Minaur,AUS,Hard,62,7,1949,7,44,18,0.70968,1,0.52527,0.54933,0.64667,19,13,0.68421,17,12,0.70588,0.80456,0.29661,73,1559,0.56129,0.72407,0.54069,0.64362,260,0.05913,0.3709,0.02866,0.17974,2.06349,0.50071,0.60969,6,1644,0.33182,0.54309,0.41467,0.05909,0.39266,0.67655,0.43841
Andrey Rublev,RUS,Clay,19,8,1939,8,14,5,0.73684,2,0.52815,0.54858,0.64706,7,5,0.71429,8,5,0.625,0.84677,0.24797,11,1650,0.62531,0.7422,0.54454,0.66814,112,0.07053,0.45161,0.03212,0.20565,2.19608,0.50806,0.69841,59,1539,0.32348,0.52676,0.39583,0.05952,0.4065,0.67073,0.3697
Andrey Rublev,RUS,Grass,10,8,1939,7,8,2,0.8,0,0.51983,0.55655,0.66667,4,3,0.75,7,2,0.28571,0.87209,0.22561,11,1650,0.62222,0.7764,0.51151,0.67633,113,0.10918,0.65698,0.01836,0.11047,5.94737,0.34302,0.62712,59,1539,0.27344,0.50891,0.36302,0.10939,0.68902,0.54878,0.41111
Andrey Rublev,RUS,Hard,47,8,1939,10,31,16,0.65957,1,0.52286,0.54281,0.61475,15,9,0.6,23,9,0.3913,0.86998,0.21138,11,1650,0.63246,0.75618,0.54784,0.6796,355,0.09247,0.56982,0.02188,0.13483,4.22619,0.38684,0.6639,59,1539,0.27961,0.53881,0.37685,0.10337,0.69268,0.59024,0.35813
Casper Ruud,NOR,Clay,35,9,1938,5,28,7,0.8,2,0.5313,0.57317,0.7191,9,7,0.77778,5,3,0.6,0.81731,0.32178,26,1613,0.63679,0.69114,0.56277,0.64451,128,0.04946,0.30769,0.0255,0.15865,1.93939,0.5024,0.63636,12,1589,0.36041,0.5216,0.41808,0.0456,0.29208,0.71287,0.45139
Casper Ruud,NOR,Hard,39,9,1938,16,26,13,0.66667,0,0.51498,0.54265,0.63,13,7,0.53846,22,13,0.59091,0.87551,0.20497,26,1613,0.64997,0.7439,0.5317,0.66963,254,0.08053,0.51837,0.02663,0.17143,3.02381,0.44898,0.72273,12,1589,0.26606,0.49872,0.35537,0.09948,0.6294,0.5383,0.38077
Hubert Hurkacz,POL,Clay,17,10,1922,14,13,4,0.76471,1,0.51369,0.5272,0.65957,7,5,0.71429,11,8,0.72727,0.84298,0.20339,6,1683,0.60907,0.75297,0.52101,0.66229,171,0.11235,0.70661,0.0138,0.08678,8.14286,0.43388,0.6381,129,1514,0.32839,0.4458,0.37081,0.0379,0.25424,0.49576,0.41026
Hubert Hurkacz,POL,Grass,9,10,1922,10,6,3,0.66667,0,0.51824,0.54093,0.66667,4,2,0.5,8,4,0.5,0.95775,0.11511,6,1683,0.67807,0.81391,0.55311,0.72995,174,0.20519,1.22535,0.02241,0.1338,9.15789,0.21127,0.8,129,1514,0.24871,0.44257,0.31399,0.10808,0.68345,0.35252,0.32653
Hubert Hurkacz,POL,Hard,51,10,1922,12,35,16,0.68627,1,0.51971,0.5398,0.62676,29,16,0.55172,46,24,0.52174,0.89889,0.17465,6,1683,0.64403,0.79504,0.53696,0.70317,736,0.1655,1.01939,0.01821,0.11219,9.08642,0.30332,0.66667,129,1514,0.26794,0.47451,0.34266,0.07791,0.50563,0.4338,0.4026
Stefanos Tsitsipas,GRE,Clay,21,11,1912,1,17,4,0.80952,1,0.52714,0.57367,0.73077,5,4,0.8,7,5,0.71429,0.83658,0.30556,12,1646,0.62668,0.72656,0.54098,0.65728,96,0.05875,0.37354,0.04284,0.27237,1.37143,0.46304,0.64706,27,1563,0.32919,0.51613,0.39186,0.04771,0.29762,0.72619,0.42077
Stefanos Tsitsipas,GRE,Grass,8,11,1912,26,4,4,0.5,0,0.50526,0.50316,0.51724,6,3,0.5,12,6,0.5,0.91613,0.10559,12,1646,0.65784,0.79388,0.57585,0.71928,98,0.10381,0.63226,0.02225,0.13548,4.66667,0.27742,0.69767,27,1563,0.23115,0.40462,0.29393,0.06799,0.40373,0.35404,0.29825
Stefanos Tsitsipas,GRE,Hard,44,11,1912,15,27,17,0.61364,1,0.52191,0.54175,0.62136,8,3,0.375,25,15,0.6,0.88212,0.19316,12,1646,0.60498,0.77801,0.54749,0.68695,330,0.10404,0.64833,0.02806,0.17485,3.70787,0.38703,0.69543,27,1563,0.26122,0.492,0.35077,0.07682,0.47284,0.52515,0.36782
Taylor Fritz,USA,Clay,18,12,1894,18,12,6,0.66667,0,0.5308,0.54801,0.62222,4,3,0.75,4,3,0.75,0.85321,0.22967,15,1639,0.63694,0.7775,0.55044,0.69506,151,0.12022,0.69266,0.01592,0.09174,7.55,0.40826,0.64045,51,1547,0.30882,0.50794,0.37509,0.04981,0.31579,0.65072,0.35294
Taylor Fritz,USA,Grass,7,12,1894,36,3,4,0.42857,0,0.5043,0.5,0.45,2,1,0.5,4,1,0.25,0.85437,0.13861,15,1639,0.60692,0.76425,0.54,0.6761,76,0.1195,0.73786,0.02987,0.18447,4,0.49515,0.70588,51,1547,0.25728,0.47186,0.33437,0.06998,0.44554,0.35644,0.38889
Taylor Fritz,USA,Hard,44,12,1894,11,31,13,0.70455,2,0.53176,0.56468,0.69091,12,5,0.41667,24,14,0.58333,0.87782,0.24858,15,1639,0.60668,0.77078,0.54628,0.68248,451,0.13459,0.84774,0.02775,0.17481,4.84946,0.39098,0.6875,51,1547,0.29688,0.52053,0.38533,0.06814,0.44592,0.59962,0.41456
Tomas Machac,CZE,Clay,9,13,1893,31,6,3,0.66667,0,0.50885,0.51462,0.63158,3,3,1,2,2,1,0.76471,0.26744,29,1606,0.637,0.67397,0.51442,0.61606,36,0.06283,0.42353,0.03665,0.24706,1.71429,0.6,0.60784,11,1590,0.32286,0.52657,0.39856,0.06104,0.39535,0.47674,0.56098
Tomas Machac,CZE,Hard,23,13,1893,23,15,8,0.65217,0,0.51705,0.53833,0.63793,8,4,0.5,11,5,0.45455,0.843,0.23469,29,1606,0.62473,0.74494,0.53294,0.66538,117,0.06429,0.39932,0.02527,0.157,2.54348,0.44027,0.64341,11,1590,0.29553,0.5,0.37313,0.07623,0.48639,0.59184,0.39655
Karen Khachanov,RUS,Clay,15,14,1886,10,11,4,0.73333,0,0.5176,0.53717,0.65116,4,3,0.75,6,3,0.5,0.81517,0.25243,25,1614,0.62969,0.70714,0.53239,0.64243,97,0.07271,0.45972,0.01649,0.10427,4.40909,0.43602,0.57609,37,1558,0.32561,0.51613,0.40042,0.05137,0.35437,0.63592,0.39695
Karen Khachanov,RUS,Hard,36,14,1886,17,23,13,0.63889,2,0.51162,0.52154,0.5977,9,4,0.44444,15,11,0.73333,0.83645,0.20882,25,1614,0.63002,0.76113,0.5041,0.66603,274,0.10387,0.64019,0.02312,0.14252,4.4918,0.45327,0.63918,37,1558,0.27382,0.5182,0.3654,0.10804,0.69838,0.51044,0.40909
